N° Client;Raison social;Civilité;Responsable;Rue;CP;Ville;CA 2014;Représentant;Tel;date du dernier achat;Type de client;Date de relance commerciale;Nombre de jour(s) de retard;Réduction 1;Réduction 2
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;34 872 €;PILLON;09-64-08-19-44;16/05/15;Très bon client;14/08/15;87;5,00%;5,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;23 182 €;FRANGIN;01-39-27-42-58;13/02/15;Bon client;13/06/15;149;3,00%;3,00%
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;24 296 €;GOUTAL;02-32-88-84-46;04/02/15;Bon client;04/06/15;158;3,00%;3,00%
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;23 395 €;BOILOT;01-49-81-22-61;10/04/15;Bon client;08/08/15;93;3,00%;3,00%
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;29 006 €;BOILOT;03-22-66-85-43;17/07/15;Bon client;14/11/15;;3,00%;6,00%
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;42 091 €;PILLON;01-46-33-68-67;02/09/15;Très bon client;01/12/15;;5,00%;10,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;35 633 €;PILLON;03-80-66-62-09;06/04/15;Très bon client;05/07/15;127;5,00%;5,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;6 487 €;BOILOT;01-49-28-20-25;13/03/15;;11/06/15;151;;
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;4 020 €;FRANGIN;02-47-47-82-21;18/12/14;;18/03/15;236;;
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;9 826 €;PILLON;01-42-38-92-88;23/06/15;;21/09/15;49;;
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;5 561 €;GOUTAL;01-42-16-16-83;04/06/15;;02/09/15;68;;
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;21 092 €;BOILOT;01-45-21-28-46;12/11/15;Bon client;11/03/16;;3,00%;6,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;21 964 €;GOUTAL;01-49-36-73-57;07/03/15;Bon client;05/07/15;127;3,00%;3,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;9 036 €;BOILOT;01-44-49-52-54;28/09/15;;27/12/15;;;
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;41 559 €;PILLON;03-80-66-62-09;01/10/15;Très bon client;30/12/15;;5,00%;10,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;36 166 €;GOUTAL;03-81-21-93-12;12/07/15;Très bon client;10/10/15;30;5,00%;5,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;26 239 €;PILLON;03-83-15-43-24;22/06/15;Bon client;20/10/15;20;3,00%;3,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;25 564 €;BOILOT;03-88-11-60-03;01/05/15;Bon client;29/08/15;72;3,00%;3,00%
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;23 613 €;PILLON;01-42-34-80-52;26/01/15;Bon client;26/05/15;167;3,00%;3,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;5 446 €;GOUTAL;01-49-36-73-57;07/09/15;;06/12/15;;;
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;12 537 €;FRANGIN;01-39-27-42-58;01/12/14;;01/03/15;253;;
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;33 711 €;BOILOT;01-44-49-52-54;19/06/15;Très bon client;17/09/15;53;5,00%;5,00%
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;24 464 €;PILLON;01-46-33-68-67;29/05/15;Bon client;26/09/15;44;3,00%;3,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;6 663 €;PILLON;01-42-38-92-88;19/07/15;;17/10/15;23;;
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;4 703 €;BOILOT;01-49-28-20-25;16/11/15;;14/02/16;;;
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;40 106 €;GOUTAL;01-42-16-16-83;02/06/15;Très bon client;31/08/15;70;5,00%;5,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;38 757 €;BOILOT;01-45-21-28-46;14/01/15;Très bon client;14/04/15;209;5,00%;5,00%
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;18 185 €;FRANGIN;01-49-09-58-14;12/10/15;;10/01/16;;;
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;20 047 €;BOILOT;01-49-81-22-61;16/03/15;Bon client;14/07/15;118;3,00%;3,00%
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;37 675 €;GOUTAL;02-32-88-84-46;04/01/15;Très bon client;04/04/15;219;5,00%;5,00%
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;29 170 €;BOILOT;03-22-66-85-43;03/04/15;Bon client;01/08/15;100;3,00%;3,00%
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;31 438 €;PILLON;09-64-08-19-44;07/01/15;Très bon client;07/04/15;216;5,00%;5,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;25 619 €;FRANGIN;03-20-44-41-65;05/09/15;Bon client;03/01/16;;3,00%;6,00%
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;6 325 €;FRANGIN;02-47-47-82-21;02/10/15;;31/12/15;;;
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;5 632 €;FRANGIN;02-41-35-52-15;03/05/15;;01/08/15;100;;
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;5 348 €;GOUTAL;03-81-21-93-12;09/03/15;;07/06/15;155;;
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;36 656 €;BOILOT;03-88-11-60-03;20/09/15;Très bon client;19/12/15;;5,00%;10,00%
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;42 472 €;FRANGIN;01-49-09-58-14;12/11/15;Très bon client;10/02/16;;5,00%;10,00%
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;4 645 €;PILLON;01-42-34-80-52;02/01/15;;02/04/15;221;;
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;27 632 €;PILLON;03-83-15-43-24;24/01/15;Bon client;24/05/15;169;3,00%;3,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;29 170 €;FRANGIN;03-20-44-41-65;06/08/15;Bon client;04/12/15;;3,00%;6,00%
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;30 655 €;FRANGIN;02-41-35-52-15;05/02/15;Très bon client;06/05/15;187;5,00%;5,00%
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;4 169 €;PILLON;09-64-08-19-44;31/01/15;;01/05/15;192;;
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;23 482 €;FRANGIN;01-39-27-42-58;05/06/15;Bon client;03/10/15;37;3,00%;3,00%
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;34 428 €;GOUTAL;02-32-88-84-46;06/02/15;Très bon client;07/05/15;186;5,00%;5,00%
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;14 303 €;BOILOT;01-49-81-22-61;01/06/15;;30/08/15;71;;
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;14 318 €;BOILOT;03-22-66-85-43;14/02/15;;15/05/15;178;;
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;32 957 €;PILLON;01-46-33-68-67;17/12/14;Très bon client;17/03/15;237;5,00%;5,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;38 386 €;PILLON;03-80-66-62-09;22/01/15;Très bon client;22/04/15;201;5,00%;5,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;11 243 €;BOILOT;01-49-28-20-25;11/04/15;;10/07/15;122;;
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;27 436 €;FRANGIN;02-47-47-82-21;18/04/15;Bon client;16/08/15;85;3,00%;3,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;11 805 €;PILLON;01-42-38-92-88;26/08/15;;24/11/15;;;
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;30 946 €;GOUTAL;01-42-16-16-83;26/07/15;Très bon client;24/10/15;16;5,00%;10,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;36 574 €;BOILOT;01-45-21-28-46;13/09/15;Très bon client;12/12/15;;5,00%;10,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;30 052 €;GOUTAL;01-49-36-73-57;11/03/15;Très bon client;09/06/15;153;5,00%;5,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;10 364 €;BOILOT;01-44-49-52-54;28/06/15;;26/09/15;44;;
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;5 061 €;GOUTAL;03-81-21-93-12;28/02/15;;29/05/15;164;;
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;27 206 €;BOILOT;03-88-11-60-03;11/04/15;Bon client;09/08/15;92;3,00%;3,00%
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;11 684 €;FRANGIN;01-49-09-58-14;16/01/15;;16/04/15;207;;
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;21 204 €;PILLON;01-42-34-80-52;29/12/14;Bon client;28/04/15;195;3,00%;3,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;28 837 €;PILLON;03-83-15-43-24;10/10/15;Bon client;07/02/16;;3,00%;6,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;20 473 €;FRANGIN;03-20-44-41-65;27/02/15;Bon client;27/06/15;135;3,00%;3,00%
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;20 070 €;FRANGIN;02-41-35-52-15;20/02/15;Bon client;20/06/15;142;3,00%;3,00%
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;34 144 €;PILLON;09-64-08-19-44;02/02/15;Très bon client;03/05/15;190;5,00%;5,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;21 106 €;FRANGIN;01-39-27-42-58;30/04/15;Bon client;28/08/15;73;3,00%;3,00%
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;23 933 €;GOUTAL;02-32-88-84-46;05/09/15;Bon client;03/01/16;;3,00%;6,00%
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;12 265 €;BOILOT;01-49-81-22-61;12/05/15;;10/08/15;91;;
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;14 719 €;BOILOT;03-22-66-85-43;09/01/15;;09/04/15;214;;
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;9 987 €;PILLON;01-46-33-68-67;15/01/15;;15/04/15;208;;
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;33 002 €;PILLON;03-80-66-62-09;26/07/15;Très bon client;24/10/15;16;5,00%;10,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;9 591 €;BOILOT;01-49-28-20-25;30/11/14;;28/02/15;254;;
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;24 129 €;FRANGIN;02-47-47-82-21;20/08/15;Bon client;18/12/15;;3,00%;6,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;40 361 €;PILLON;01-42-38-92-88;28/06/15;Très bon client;26/09/15;44;5,00%;5,00%
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;36 441 €;GOUTAL;01-42-16-16-83;01/07/15;Très bon client;29/09/15;41;5,00%;5,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;37 112 €;BOILOT;01-45-21-28-46;02/05/15;Très bon client;31/07/15;101;5,00%;5,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;5 427 €;GOUTAL;01-49-36-73-57;30/12/14;;30/03/15;224;;
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;23 183 €;BOILOT;01-44-49-52-54;14/04/15;Bon client;12/08/15;89;3,00%;3,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;20 193 €;GOUTAL;03-81-21-93-12;01/02/15;Bon client;01/06/15;161;3,00%;3,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;35 057 €;BOILOT;03-88-11-60-03;10/11/15;Très bon client;08/02/16;;5,00%;10,00%
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;15 571 €;FRANGIN;01-49-09-58-14;05/06/15;;03/09/15;67;;
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;10 878 €;PILLON;01-42-34-80-52;02/07/15;;30/09/15;40;;
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;20 906 €;PILLON;03-83-15-43-24;25/09/15;Bon client;23/01/16;;3,00%;6,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;25 263 €;FRANGIN;03-20-44-41-65;20/09/15;Bon client;18/01/16;;3,00%;6,00%
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;10 880 €;FRANGIN;02-41-35-52-15;12/08/15;;10/11/15;;;
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;21 564 €;PILLON;09-64-08-19-44;18/09/15;Bon client;16/01/16;;3,00%;6,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;18 167 €;FRANGIN;01-39-27-42-58;11/06/15;;09/09/15;61;;
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;5 876 €;GOUTAL;02-32-88-84-46;11/09/15;;10/12/15;;;
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;28 574 €;BOILOT;01-49-81-22-61;02/02/15;Bon client;02/06/15;160;3,00%;3,00%
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;13 391 €;BOILOT;03-22-66-85-43;11/09/15;;10/12/15;;;
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;4 746 €;PILLON;01-46-33-68-67;28/08/15;;26/11/15;;;
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;21 816 €;PILLON;03-80-66-62-09;23/10/15;Bon client;20/02/16;;3,00%;6,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;26 178 €;BOILOT;01-49-28-20-25;29/03/15;Bon client;27/07/15;105;3,00%;3,00%
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;16 210 €;FRANGIN;02-47-47-82-21;18/03/15;;16/06/15;146;;
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;32 750 €;PILLON;01-42-38-92-88;15/12/14;Très bon client;15/03/15;239;5,00%;5,00%
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;21 416 €;GOUTAL;01-42-16-16-83;05/01/15;Bon client;05/05/15;188;3,00%;3,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;34 216 €;BOILOT;01-45-21-28-46;04/07/15;Très bon client;02/10/15;38;5,00%;5,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;20 674 €;GOUTAL;01-49-36-73-57;01/06/15;Bon client;29/09/15;41;3,00%;3,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;18 623 €;BOILOT;01-44-49-52-54;09/08/15;;07/11/15;2;;
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;33 817 €;PILLON;03-80-66-62-09;23/08/15;Très bon client;21/11/15;;5,00%;10,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;3 954 €;GOUTAL;03-81-21-93-12;03/12/14;;03/03/15;251;;
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;12 096 €;PILLON;03-83-15-43-24;18/05/15;;16/08/15;85;;
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;16 978 €;BOILOT;03-88-11-60-03;21/08/15;;19/11/15;;;
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;25 475 €;PILLON;01-42-34-80-52;31/12/14;Bon client;30/04/15;193;3,00%;3,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;21 534 €;GOUTAL;01-49-36-73-57;11/08/15;Bon client;09/12/15;;3,00%;6,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;21 145 €;FRANGIN;01-39-27-42-58;02/12/14;Bon client;01/04/15;222;3,00%;3,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;14 775 €;BOILOT;01-44-49-52-54;05/11/15;;03/02/16;;;
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;13 990 €;PILLON;01-46-33-68-67;08/05/15;;06/08/15;95;;
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;14 831 €;PILLON;01-42-38-92-88;06/08/15;;04/11/15;5;;
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;23 787 €;BOILOT;01-49-28-20-25;03/11/15;Bon client;02/03/16;;3,00%;6,00%
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;28 911 €;GOUTAL;01-42-16-16-83;17/02/15;Bon client;17/06/15;145;3,00%;3,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;33 994 €;BOILOT;01-45-21-28-46;01/03/15;Très bon client;30/05/15;163;5,00%;5,00%
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;18 058 €;FRANGIN;01-49-09-58-14;08/02/15;;09/05/15;184;;
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;18 641 €;BOILOT;01-49-81-22-61;09/09/15;;08/12/15;;;
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;12 573 €;GOUTAL;02-32-88-84-46;14/05/15;;12/08/15;89;;
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;35 843 €;BOILOT;03-22-66-85-43;17/07/15;Très bon client;15/10/15;25;5,00%;10,00%
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;22 380 €;PILLON;09-64-08-19-44;10/06/15;Bon client;08/10/15;32;3,00%;3,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;34 314 €;FRANGIN;03-20-44-41-65;24/07/15;Très bon client;22/10/15;18;5,00%;10,00%
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;20 329 €;FRANGIN;02-47-47-82-21;19/05/15;Bon client;16/09/15;54;3,00%;3,00%
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;23 637 €;FRANGIN;02-41-35-52-15;26/01/15;Bon client;26/05/15;167;3,00%;3,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;38 584 €;GOUTAL;03-81-21-93-12;15/10/15;Très bon client;13/01/16;;5,00%;10,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;23 825 €;BOILOT;03-88-11-60-03;02/08/15;Bon client;30/11/15;;3,00%;6,00%
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;3 152 €;FRANGIN;01-49-09-58-14;28/08/15;;26/11/15;;;
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;41 027 €;PILLON;01-42-34-80-52;29/01/15;Très bon client;29/04/15;194;5,00%;5,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;21 955 €;PILLON;03-83-15-43-24;09/05/15;Bon client;06/09/15;64;3,00%;3,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;37 570 €;FRANGIN;03-20-44-41-65;01/03/15;Très bon client;30/05/15;163;5,00%;5,00%
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;20 557 €;FRANGIN;02-41-35-52-15;18/08/15;Bon client;16/12/15;;3,00%;6,00%
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;33 507 €;PILLON;09-64-08-19-44;08/02/15;Très bon client;09/05/15;184;5,00%;5,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;40 078 €;FRANGIN;01-39-27-42-58;19/02/15;Très bon client;20/05/15;173;5,00%;5,00%
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;15 670 €;GOUTAL;02-32-88-84-46;10/10/15;;08/01/16;;;
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;17 417 €;BOILOT;01-49-81-22-61;13/02/15;;14/05/15;179;;
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;20 549 €;BOILOT;03-22-66-85-43;13/01/15;Bon client;13/05/15;180;3,00%;3,00%
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;41 077 €;PILLON;01-46-33-68-67;22/07/15;Très bon client;20/10/15;20;5,00%;10,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;16 026 €;PILLON;03-80-66-62-09;25/07/15;;23/10/15;17;;
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;26 141 €;BOILOT;01-49-28-20-25;05/08/15;Bon client;03/12/15;;3,00%;6,00%
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;22 796 €;FRANGIN;02-47-47-82-21;01/05/15;Bon client;29/08/15;72;3,00%;3,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;8 576 €;PILLON;01-42-38-92-88;01/09/15;;30/11/15;;;
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;19 484 €;GOUTAL;01-42-16-16-83;26/01/15;;26/04/15;197;;
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;34 847 €;BOILOT;01-45-21-28-46;28/07/15;Très bon client;26/10/15;14;5,00%;10,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;14 619 €;GOUTAL;01-49-36-73-57;14/03/15;;12/06/15;150;;
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;30 947 €;BOILOT;01-44-49-52-54;21/01/15;Très bon client;21/04/15;202;5,00%;5,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;39 355 €;GOUTAL;03-81-21-93-12;08/06/15;Très bon client;06/09/15;64;5,00%;5,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;13 360 €;BOILOT;03-88-11-60-03;31/03/15;;29/06/15;133;;
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;38 913 €;FRANGIN;01-49-09-58-14;08/05/15;Très bon client;06/08/15;95;5,00%;5,00%
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;33 148 €;PILLON;01-42-34-80-52;12/07/15;Très bon client;10/10/15;30;5,00%;5,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;18 769 €;PILLON;03-83-15-43-24;16/03/15;;14/06/15;148;;
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;6 895 €;FRANGIN;03-20-44-41-65;03/05/15;;01/08/15;100;;
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;41 711 €;FRANGIN;02-41-35-52-15;17/10/15;Très bon client;15/01/16;;5,00%;10,00%
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;30 623 €;PILLON;09-64-08-19-44;20/04/15;Très bon client;19/07/15;113;5,00%;5,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;18 767 €;FRANGIN;01-39-27-42-58;14/06/15;;12/09/15;58;;
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;11 121 €;GOUTAL;02-32-88-84-46;11/09/15;;10/12/15;;;
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;38 331 €;BOILOT;01-49-81-22-61;12/05/15;Très bon client;10/08/15;91;5,00%;5,00%
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;11 578 €;BOILOT;03-22-66-85-43;09/10/15;;07/01/16;;;
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;20 706 €;PILLON;01-46-33-68-67;30/01/15;Bon client;30/05/15;163;3,00%;3,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;31 086 €;PILLON;03-80-66-62-09;29/10/15;Très bon client;27/01/16;;5,00%;10,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;20 190 €;BOILOT;01-49-28-20-25;11/12/14;Bon client;10/04/15;213;3,00%;3,00%
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;34 530 €;FRANGIN;02-47-47-82-21;14/08/15;Très bon client;12/11/15;;5,00%;10,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;17 294 €;PILLON;01-42-38-92-88;20/06/15;;18/09/15;52;;
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;26 359 €;GOUTAL;01-42-16-16-83;31/07/15;Bon client;28/11/15;;3,00%;6,00%
